Destination,Destino,Origin,Origen,Sex,Sexo,Year,Value
Cuba,Cuba,Algeria,Argelia,Both sexes combined,Ambos sexos combinados,2000,54
Cuba,Cuba,Angola,Angola,Both sexes combined,Ambos sexos combinados,2000,106
Cuba,Cuba,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,2000,190
Cuba,Cuba,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),Both sexes combined,Ambos sexos combinados,2000,55
Cuba,Cuba,Bulgaria,Bulgaria,Both sexes combined,Ambos sexos combinados,2000,164
Cuba,Cuba,Canada,Canadá,Both sexes combined,Ambos sexos combinados,2000,64
Cuba,Cuba,Chile,Chile,Both sexes combined,Ambos sexos combinados,2000,186
Cuba,Cuba,China,China,Both sexes combined,Ambos sexos combinados,2000,351
Cuba,Cuba,Colombia,Colombia,Both sexes combined,Ambos sexos combinados,2000,173
Cuba,Cuba,Czechia,Chequia,Both sexes combined,Ambos sexos combinados,2000,219
Cuba,Cuba,Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,2000,146
Cuba,Cuba,Ecuador,Ecuador (el),Both sexes combined,Ambos sexos combinados,2000,58
Cuba,Cuba,France,Francia,Both sexes combined,Ambos sexos combinados,2000,151
Cuba,Cuba,Germany,Alemania,Both sexes combined,Ambos sexos combinados,2000,364
Cuba,Cuba,Greenland,Groenlandia,Both sexes combined,Ambos sexos combinados,2000,220
Cuba,Cuba,Grenada,Granada,Both sexes combined,Ambos sexos combinados,2000,0
Cuba,Cuba,Guatemala,Guatemala,Both sexes combined,Ambos sexos combinados,2000,75
Cuba,Cuba,Haiti,Haití,Both sexes combined,Ambos sexos combinados,2000,1226
Cuba,Cuba,Hungary,Hungría,Both sexes combined,Ambos sexos combinados,2000,84
Cuba,Cuba,Italy,Italia,Both sexes combined,Ambos sexos combinados,2000,194
Cuba,Cuba,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,2000,353
Cuba,Cuba,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,2000,65
Cuba,Cuba,Mexico,México,Both sexes combined,Ambos sexos combinados,2000,440
Cuba,Cuba,Nicaragua,Nicaragua,Both sexes combined,Ambos sexos combinados,2000,294
Cuba,Cuba,Panama,Panamá,Both sexes combined,Ambos sexos combinados,2000,98
Cuba,Cuba,Peru,Perú,Both sexes combined,Ambos sexos combinados,2000,88
Cuba,Cuba,Poland,Polonia,Both sexes combined,Ambos sexos combinados,2000,115
Cuba,Cuba,Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,2000,155
Cuba,Cuba,Romania,Rumania,Both sexes combined,Ambos sexos combinados,2000,65
Cuba,Cuba,Russian Federation,Federación de Rusia,Both sexes combined,Ambos sexos combinados,2000,2342
Cuba,Cuba,Spain,España,Both sexes combined,Ambos sexos combinados,2000,5917
Cuba,Cuba,Ukraine,Ucrania,Both sexes combined,Ambos sexos combinados,2000,694
Cuba,Cuba,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,2000,49
Cuba,Cuba,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,2000,569
Cuba,Cuba,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,2000,176
Cuba,Cuba,Other,Otros,Both sexes combined,Ambos sexos combinados,2000,2819
Dominican Republic,República Dominicana,Antigua and Barbuda,Antigua y Barbuda,Both sexes combined,Ambos sexos combinados,2000,325
Dominican Republic,República Dominicana,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,2000,3227
Dominican Republic,República Dominicana,Australia,Australia,Both sexes combined,Ambos sexos combinados,2000,82
Dominican Republic,República Dominicana,Austria,Austria,Both sexes combined,Ambos sexos combinados,2000,1179
Dominican Republic,República Dominicana,Bahamas,Bahamas,Both sexes combined,Ambos sexos combinados,2000,111
Dominican Republic,República Dominicana,Bahrain,Bahrein,Both sexes combined,Ambos sexos combinados,2000,26
Dominican Republic,República Dominicana,Belgium,Bélgica,Both sexes combined,Ambos sexos combinados,2000,598
Dominican Republic,República Dominicana,Bermuda,Bermuda,Both sexes combined,Ambos sexos combinados,2000,11
Dominican Republic,República Dominicana,Bhutan,Bhután,Both sexes combined,Ambos sexos combinados,2000,11
Dominican Republic,República Dominicana,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),Both sexes combined,Ambos sexos combinados,2000,443
Dominican Republic,República Dominicana,Bosnia and Herzegovina,Bosnia y Herzegovina,Both sexes combined,Ambos sexos combinados,2000,7
Dominican Republic,República Dominicana,Brazil,Brasil,Both sexes combined,Ambos sexos combinados,2000,1160
Dominican Republic,República Dominicana,British Virgin Islands,Islas Vírgenes Británicas,Both sexes combined,Ambos sexos combinados,2000,15
Dominican Republic,República Dominicana,Bulgaria,Bulgaria,Both sexes combined,Ambos sexos combinados,2000,436
Dominican Republic,República Dominicana,Burundi,Burundi,Both sexes combined,Ambos sexos combinados,2000,4
Dominican Republic,República Dominicana,Cambodia,Camboya,Both sexes combined,Ambos sexos combinados,2000,144
Dominican Republic,República Dominicana,Cameroon,Camerún,Both sexes combined,Ambos sexos combinados,2000,4
Dominican Republic,República Dominicana,Canada,Canadá,Both sexes combined,Ambos sexos combinados,2000,4351
Dominican Republic,República Dominicana,Cabo Verde,Cabo Verde,Both sexes combined,Ambos sexos combinados,2000,4
Dominican Republic,República Dominicana,Central African Republic,República Centroafricana,Both sexes combined,Ambos sexos combinados,2000,7
Dominican Republic,República Dominicana,Chad,Chad,Both sexes combined,Ambos sexos combinados,2000,4
Dominican Republic,República Dominicana,Chile,Chile,Both sexes combined,Ambos sexos combinados,2000,2310
Dominican Republic,República Dominicana,China,China,Both sexes combined,Ambos sexos combinados,2000,4413
Dominican Republic,República Dominicana,Colombia,Colombia,Both sexes combined,Ambos sexos combinados,2000,5737
Dominican Republic,República Dominicana,Cook Islands,Islas Cook,Both sexes combined,Ambos sexos combinados,2000,11
Dominican Republic,República Dominicana,Costa Rica,Costa Rica,Both sexes combined,Ambos sexos combinados,2000,1896
Dominican Republic,República Dominicana,Cuba,Cuba,Both sexes combined,Ambos sexos combinados,2000,8335
Dominican Republic,República Dominicana,Czechia,Chequia,Both sexes combined,Ambos sexos combinados,2000,15
Dominican Republic,República Dominicana,Denmark,Dinamarca,Both sexes combined,Ambos sexos combinados,2000,85
Dominican Republic,República Dominicana,Dominica,Dominica,Both sexes combined,Ambos sexos combinados,2000,29
Dominican Republic,República Dominicana,Ecuador,Ecuador (el),Both sexes combined,Ambos sexos combinados,2000,1160
Dominican Republic,República Dominicana,El Salvador,El Salvador,Both sexes combined,Ambos sexos combinados,2000,447
Dominican Republic,República Dominicana,Finland,Finlandia,Both sexes combined,Ambos sexos combinados,2000,55
Dominican Republic,República Dominicana,France,Francia,Both sexes combined,Ambos sexos combinados,2000,3083
Dominican Republic,República Dominicana,State of Palestine,Estado de Palestina,Both sexes combined,Ambos sexos combinados,2000,230
Dominican Republic,República Dominicana,Germany,Alemania,Both sexes combined,Ambos sexos combinados,2000,6209
Dominican Republic,República Dominicana,Greece,Grecia,Both sexes combined,Ambos sexos combinados,2000,115
Dominican Republic,República Dominicana,Guadeloupe,Guadalupe,Both sexes combined,Ambos sexos combinados,2000,118
Dominican Republic,República Dominicana,Guatemala,Guatemala,Both sexes combined,Ambos sexos combinados,2000,580
Dominican Republic,República Dominicana,Guyana,Guyana,Both sexes combined,Ambos sexos combinados,2000,55
Dominican Republic,República Dominicana,Haiti,Haití,Both sexes combined,Ambos sexos combinados,2000,228652
Dominican Republic,República Dominicana,Honduras,Honduras,Both sexes combined,Ambos sexos combinados,2000,529
Dominican Republic,República Dominicana,Hungary,Hungría,Both sexes combined,Ambos sexos combinados,2000,62
Dominican Republic,República Dominicana,India,India,Both sexes combined,Ambos sexos combinados,2000,351
Dominican Republic,República Dominicana,Iran (Islamic Republic of),Irán (República Islámica del),Both sexes combined,Ambos sexos combinados,2000,85
Dominican Republic,República Dominicana,Iraq,Iraq (el),Both sexes combined,Ambos sexos combinados,2000,7
Dominican Republic,República Dominicana,Ireland,Irlanda,Both sexes combined,Ambos sexos combinados,2000,62
Dominican Republic,República Dominicana,Israel,Israel,Both sexes combined,Ambos sexos combinados,2000,226
Dominican Republic,República Dominicana,Italy,Italia,Both sexes combined,Ambos sexos combinados,2000,8501
Dominican Republic,República Dominicana,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,2000,514
Dominican Republic,República Dominicana,Japan,Japón,Both sexes combined,Ambos sexos combinados,2000,1534
Dominican Republic,República Dominicana,Kazakhstan,Kazajstán,Both sexes combined,Ambos sexos combinados,2000,4
Dominican Republic,República Dominicana,Republic of Korea,República de Corea,Both sexes combined,Ambos sexos combinados,2000,669
Dominican Republic,República Dominicana,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,2000,876
Dominican Republic,República Dominicana,Malaysia,Malasia,Both sexes combined,Ambos sexos combinados,2000,44
Dominican Republic,República Dominicana,Malta,Malta,Both sexes combined,Ambos sexos combinados,2000,40
Dominican Republic,República Dominicana,Martinique,Martinica,Both sexes combined,Ambos sexos combinados,2000,62
Dominican Republic,República Dominicana,Mexico,México,Both sexes combined,Ambos sexos combinados,2000,2122
Dominican Republic,República Dominicana,Republic of Moldova,la República de Moldova,Both sexes combined,Ambos sexos combinados,2000,7
Dominican Republic,República Dominicana,Morocco,Marruecos,Both sexes combined,Ambos sexos combinados,2000,26
Dominican Republic,República Dominicana,Netherlands,Países Bajos,Both sexes combined,Ambos sexos combinados,2000,706
Dominican Republic,República Dominicana,Aruba,Aruba,Both sexes combined,Ambos sexos combinados,2000,403
Dominican Republic,República Dominicana,Nicaragua,Nicaragua,Both sexes combined,Ambos sexos combinados,2000,507
Dominican Republic,República Dominicana,Nigeria,Nigeria,Both sexes combined,Ambos sexos combinados,2000,51
Dominican Republic,República Dominicana,Norway,Noruega,Both sexes combined,Ambos sexos combinados,2000,82
Dominican Republic,República Dominicana,Pakistan,Pakistán,Both sexes combined,Ambos sexos combinados,2000,203
Dominican Republic,República Dominicana,Panama,Panamá,Both sexes combined,Ambos sexos combinados,2000,854
Dominican Republic,República Dominicana,Paraguay,Paraguay,Both sexes combined,Ambos sexos combinados,2000,75
Dominican Republic,República Dominicana,Peru,Perú,Both sexes combined,Ambos sexos combinados,2000,2432
Dominican Republic,República Dominicana,Philippines,Filipinas,Both sexes combined,Ambos sexos combinados,2000,140
Dominican Republic,República Dominicana,Poland,Polonia,Both sexes combined,Ambos sexos combinados,2000,580
Dominican Republic,República Dominicana,Portugal,Portugal,Both sexes combined,Ambos sexos combinados,2000,195
Dominican Republic,República Dominicana,Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,2000,10708
Dominican Republic,República Dominicana,Romania,Rumania,Both sexes combined,Ambos sexos combinados,2000,37
Dominican Republic,República Dominicana,Russian Federation,Federación de Rusia,Both sexes combined,Ambos sexos combinados,2000,351
Dominican Republic,República Dominicana,Saint Helena,Santa Helena,Both sexes combined,Ambos sexos combinados,2000,115
Dominican Republic,República Dominicana,Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,2000,93
Dominican Republic,República Dominicana,Anguilla,Anguila,Both sexes combined,Ambos sexos combinados,2000,170
Dominican Republic,República Dominicana,Saint Pierre and Miquelon,San Pedro y Miquelón,Both sexes combined,Ambos sexos combinados,2000,48
Dominican Republic,República Dominicana,Saudi Arabia,Arabia Saudita,Both sexes combined,Ambos sexos combinados,2000,29
Dominican Republic,República Dominicana,Serbia,Serbia,Both sexes combined,Ambos sexos combinados,2000,220
Dominican Republic,República Dominicana,South Africa,Sudáfrica,Both sexes combined,Ambos sexos combinados,2000,296
Dominican Republic,República Dominicana,Spain,España,Both sexes combined,Ambos sexos combinados,2000,8982
Dominican Republic,República Dominicana,Suriname,Suriname,Both sexes combined,Ambos sexos combinados,2000,126
Dominican Republic,República Dominicana,Sweden,Suecia,Both sexes combined,Ambos sexos combinados,2000,451
Dominican Republic,República Dominicana,Switzerland,Suiza,Both sexes combined,Ambos sexos combinados,2000,2614
Dominican Republic,República Dominicana,Syrian Arab Republic,República Árabe Siria,Both sexes combined,Ambos sexos combinados,2000,93
Dominican Republic,República Dominicana,Trinidad and Tobago,Trinidad y Tabago,Both sexes combined,Ambos sexos combinados,2000,122
Dominican Republic,República Dominicana,Turkey,Turquía,Both sexes combined,Ambos sexos combinados,2000,89
Dominican Republic,República Dominicana,Turks and Caicos Islands,Islas Turcos y Caicos,Both sexes combined,Ambos sexos combinados,2000,4
Dominican Republic,República Dominicana,Ukraine,Ucrania,Both sexes combined,Ambos sexos combinados,2000,148
Dominican Republic,República Dominicana,North Macedonia,Macedonia del Norte,Both sexes combined,Ambos sexos combinados,2000,7
Dominican Republic,República Dominicana,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,2000,710
Dominican Republic,República Dominicana,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,2000,11133
Dominican Republic,República Dominicana,United States Virgin Islands,Islas Vírgenes Estadounidenses,Both sexes combined,Ambos sexos combinados,2000,576
Dominican Republic,República Dominicana,Uruguay,Uruguay,Both sexes combined,Ambos sexos combinados,2000,1985
Dominican Republic,República Dominicana,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,2000,17386
Dominican Republic,República Dominicana,Wallis and Futuna Islands,Islas Wallis y Futuna,Both sexes combined,Ambos sexos combinados,2000,15
Dominican Republic,República Dominicana,Other,Otros,Both sexes combined,Ambos sexos combinados,2000,1470
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Antigua and Barbuda,Antigua y Barbuda,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Barbados,Barbados,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),British Virgin Islands,Islas Vírgenes Británicas,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Canada,Canadá,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),China,China,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Colombia,Colombia,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Cuba,Cuba,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Dominica,Dominica,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),France,Francia,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Guadeloupe,Guadalupe,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Guyana,Guyana,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Haiti,Haití,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),India,India,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Indonesia,Indonesia,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Martinique,Martinica,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Netherlands,Países Bajos,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Curaçao,Curazao,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Aruba,Aruba,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius y Saba",Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Anguilla,Anguila,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Lucia,Santa Lucía,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Vincent and the Grenadines,San Vicente y las Granadinas,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Suriname,Suriname,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Trinidad and Tobago,Trinidad y Tabago,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United States Virgin Islands,Islas Vírgenes Estadounidenses,Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,2000,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Other,Otros,Both sexes combined,Ambos sexos combinados,2000,0
Costa Rica,Costa Rica,Afghanistan,Afganistán,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Albania,Albania,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Algeria,Argelia,Both sexes combined,Ambos sexos combinados,2000,9
Costa Rica,Costa Rica,Angola,Angola,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Azerbaijan,Azerbaiyán,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,2000,1120
Costa Rica,Costa Rica,Australia,Australia,Both sexes combined,Ambos sexos combinados,2000,51
Costa Rica,Costa Rica,Austria,Austria,Both sexes combined,Ambos sexos combinados,2000,98
Costa Rica,Costa Rica,Bahamas,Bahamas,Both sexes combined,Ambos sexos combinados,2000,9
Costa Rica,Costa Rica,Bahrain,Bahrein,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Bangladesh,Bangladesh,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Armenia,Armenia,Both sexes combined,Ambos sexos combinados,2000,5
Costa Rica,Costa Rica,Barbados,Barbados,Both sexes combined,Ambos sexos combinados,2000,8
Costa Rica,Costa Rica,Belgium,Bélgica,Both sexes combined,Ambos sexos combinados,2000,223
Costa Rica,Costa Rica,Bermuda,Bermuda,Both sexes combined,Ambos sexos combinados,2000,8
Costa Rica,Costa Rica,Bhutan,Bhután,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),Both sexes combined,Ambos sexos combinados,2000,282
Costa Rica,Costa Rica,Brazil,Brasil,Both sexes combined,Ambos sexos combinados,2000,415
Costa Rica,Costa Rica,Belize,Belice,Both sexes combined,Ambos sexos combinados,2000,106
Costa Rica,Costa Rica,Bulgaria,Bulgaria,Both sexes combined,Ambos sexos combinados,2000,54
Costa Rica,Costa Rica,Myanmar,Myanmar,Both sexes combined,Ambos sexos combinados,2000,9
Costa Rica,Costa Rica,Belarus,Belarús,Both sexes combined,Ambos sexos combinados,2000,4
Costa Rica,Costa Rica,Cambodia,Camboya,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Cameroon,Camerún,Both sexes combined,Ambos sexos combinados,2000,7
Costa Rica,Costa Rica,Canada,Canadá,Both sexes combined,Ambos sexos combinados,2000,1074
Costa Rica,Costa Rica,Cayman Islands,Islas Caimán,Both sexes combined,Ambos sexos combinados,2000,6
Costa Rica,Costa Rica,Central African Republic,República Centroafricana,Both sexes combined,Ambos sexos combinados,2000,4
Costa Rica,Costa Rica,Sri Lanka,Sri Lanka,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Chile,Chile,Both sexes combined,Ambos sexos combinados,2000,1327
Costa Rica,Costa Rica,China,China,Both sexes combined,Ambos sexos combinados,2000,222
Costa Rica,Costa Rica,Colombia,Colombia,Both sexes combined,Ambos sexos combinados,2000,5995
Costa Rica,Costa Rica,Congo,Congo,Both sexes combined,Ambos sexos combinados,2000,6
Costa Rica,Costa Rica,Democratic Republic of the Congo,República Democrática del Congo,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Croatia,Croacia,Both sexes combined,Ambos sexos combinados,2000,18
Costa Rica,Costa Rica,Cuba,Cuba,Both sexes combined,Ambos sexos combinados,2000,4391
Costa Rica,Costa Rica,Cyprus,Chipre,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Benin,Benin,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Denmark,Dinamarca,Both sexes combined,Ambos sexos combinados,2000,49
Costa Rica,Costa Rica,Dominica,Dominica,Both sexes combined,Ambos sexos combinados,2000,4
Costa Rica,Costa Rica,Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,2000,838
Costa Rica,Costa Rica,Ecuador,Ecuador (el),Both sexes combined,Ambos sexos combinados,2000,971
Costa Rica,Costa Rica,El Salvador,El Salvador,Both sexes combined,Ambos sexos combinados,2000,8857
Costa Rica,Costa Rica,Ethiopia,Etiopía,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Estonia,Estonia,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Fiji,Fiji,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Finland,Finlandia,Both sexes combined,Ambos sexos combinados,2000,17
Costa Rica,Costa Rica,France,Francia,Both sexes combined,Ambos sexos combinados,2000,666
Costa Rica,Costa Rica,French Guiana,Guyana Francesa,Both sexes combined,Ambos sexos combinados,2000,9
Costa Rica,Costa Rica,Gabon,Gabón,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Georgia,Georgia,Both sexes combined,Ambos sexos combinados,2000,9
Costa Rica,Costa Rica,Germany,Alemania,Both sexes combined,Ambos sexos combinados,2000,1424
Costa Rica,Costa Rica,Ghana,Ghana,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Gibraltar,Gibraltar,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Greece,Grecia,Both sexes combined,Ambos sexos combinados,2000,26
Costa Rica,Costa Rica,Greenland,Groenlandia,Both sexes combined,Ambos sexos combinados,2000,6
Costa Rica,Costa Rica,Grenada,Granada,Both sexes combined,Ambos sexos combinados,2000,6
Costa Rica,Costa Rica,Guam,Guam,Both sexes combined,Ambos sexos combinados,2000,4
Costa Rica,Costa Rica,Guatemala,Guatemala,Both sexes combined,Ambos sexos combinados,2000,2029
Costa Rica,Costa Rica,Guyana,Guyana,Both sexes combined,Ambos sexos combinados,2000,21
Costa Rica,Costa Rica,Haiti,Haití,Both sexes combined,Ambos sexos combinados,2000,54
Costa Rica,Costa Rica,Honduras,Honduras,Both sexes combined,Ambos sexos combinados,2000,2994
Costa Rica,Costa Rica,"China, Hong Kong SAR","China, RAE de Hong Kong",Both sexes combined,Ambos sexos combinados,2000,2506
Costa Rica,Costa Rica,Hungary,Hungría,Both sexes combined,Ambos sexos combinados,2000,56
Costa Rica,Costa Rica,Iceland,Islandia,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,India,India,Both sexes combined,Ambos sexos combinados,2000,42
Costa Rica,Costa Rica,Indonesia,Indonesia,Both sexes combined,Ambos sexos combinados,2000,13
Costa Rica,Costa Rica,Iran (Islamic Republic of),Irán (República Islámica del),Both sexes combined,Ambos sexos combinados,2000,77
Costa Rica,Costa Rica,Iraq,Iraq (el),Both sexes combined,Ambos sexos combinados,2000,11
Costa Rica,Costa Rica,Ireland,Irlanda,Both sexes combined,Ambos sexos combinados,2000,23
Costa Rica,Costa Rica,Israel,Israel,Both sexes combined,Ambos sexos combinados,2000,130
Costa Rica,Costa Rica,Italy,Italia,Both sexes combined,Ambos sexos combinados,2000,1626
Costa Rica,Costa Rica,Côte d'Ivoire,Côte d'Ivoire,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,2000,166
Costa Rica,Costa Rica,Japan,Japón,Both sexes combined,Ambos sexos combinados,2000,216
Costa Rica,Costa Rica,Kazakhstan,Kazajstán,Both sexes combined,Ambos sexos combinados,2000,4
Costa Rica,Costa Rica,Jordan,Jordania,Both sexes combined,Ambos sexos combinados,2000,8
Costa Rica,Costa Rica,Kenya,Kenya,Both sexes combined,Ambos sexos combinados,2000,6
Costa Rica,Costa Rica,Dem. People's Republic of Korea,República Popular Democrática de Corea,Both sexes combined,Ambos sexos combinados,2000,28
Costa Rica,Costa Rica,Republic of Korea,República de Corea,Both sexes combined,Ambos sexos combinados,2000,193
Costa Rica,Costa Rica,Lao People's Democratic Republic,República Democrática Popular Lao,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,2000,68
Costa Rica,Costa Rica,Latvia,Letonia,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Libya,Libia,Both sexes combined,Ambos sexos combinados,2000,8
Costa Rica,Costa Rica,Liechtenstein,Liechtenstein,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Lithuania,Lituania,Both sexes combined,Ambos sexos combinados,2000,7
Costa Rica,Costa Rica,Luxembourg,Luxemburgo,Both sexes combined,Ambos sexos combinados,2000,11
Costa Rica,Costa Rica,"China, Macao SAR","China, RAE de Macao",Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Madagascar,Madagascar,Both sexes combined,Ambos sexos combinados,2000,2
Costa Rica,Costa Rica,Malaysia,Malasia,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Maldives,Maldivas,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Martinique,Martinica,Both sexes combined,Ambos sexos combinados,2000,3
Costa Rica,Costa Rica,Mexico,México,Both sexes combined,Ambos sexos combinados,2000,2365
Costa Rica,Costa Rica,Monaco,Mónaco,Both sexes combined,Ambos sexos combinados,2000,1
Costa Rica,Costa Rica,Mongolia,Mongolia,Both sexes combined,Ambos sexos combinados,2000,11
Costa Rica,Costa Rica,Republic of Moldova,la República de Moldova,Both sexes combined,Ambos sexos combinados,2000,3
