Destination,Destino,Origin,Origen,Sex,Sexo,Year,Value
Anguilla,Anguila,Canada,Canadá,Both sexes combined,Ambos sexos combinados,1990,28
Anguilla,Anguila,Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,1990,308
Anguilla,Anguila,Guyana,Guyana,Both sexes combined,Ambos sexos combinados,1990,181
Anguilla,Anguila,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,1990,220
Anguilla,Anguila,Montserrat,Montserrat,Both sexes combined,Ambos sexos combinados,1990,135
Anguilla,Anguila,Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,1990,426
Anguilla,Anguila,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,1990,197
Anguilla,Anguila,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,1990,215
Anguilla,Anguila,United States Virgin Islands,Islas Vírgenes Estadounidenses,Both sexes combined,Ambos sexos combinados,1990,192
Anguilla,Anguila,Other,Otros,Both sexes combined,Ambos sexos combinados,1990,668
Antigua and Barbuda,Antigua y Barbuda,Australia,Australia,Both sexes combined,Ambos sexos combinados,1990,7
Antigua and Barbuda,Antigua y Barbuda,Bahamas,Bahamas,Both sexes combined,Ambos sexos combinados,1990,5
Antigua and Barbuda,Antigua y Barbuda,Barbados,Barbados,Both sexes combined,Ambos sexos combinados,1990,204
Antigua and Barbuda,Antigua y Barbuda,Bermuda,Bermuda,Both sexes combined,Ambos sexos combinados,1990,9
Antigua and Barbuda,Antigua y Barbuda,Belize,Belice,Both sexes combined,Ambos sexos combinados,1990,8
Antigua and Barbuda,Antigua y Barbuda,British Virgin Islands,Islas Vírgenes Británicas,Both sexes combined,Ambos sexos combinados,1990,66
Antigua and Barbuda,Antigua y Barbuda,Canada,Canadá,Both sexes combined,Ambos sexos combinados,1990,218
Antigua and Barbuda,Antigua y Barbuda,China,China,Both sexes combined,Ambos sexos combinados,1990,57
Antigua and Barbuda,Antigua y Barbuda,Cuba,Cuba,Both sexes combined,Ambos sexos combinados,1990,12
Antigua and Barbuda,Antigua y Barbuda,Dominica,Dominica,Both sexes combined,Ambos sexos combinados,1990,2442
Antigua and Barbuda,Antigua y Barbuda,Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,1990,621
Antigua and Barbuda,Antigua y Barbuda,Ethiopia,Etiopía,Both sexes combined,Ambos sexos combinados,1990,1
Antigua and Barbuda,Antigua y Barbuda,France,Francia,Both sexes combined,Ambos sexos combinados,1990,32
Antigua and Barbuda,Antigua y Barbuda,French Guiana,Guyana Francesa,Both sexes combined,Ambos sexos combinados,1990,4
Antigua and Barbuda,Antigua y Barbuda,Germany,Alemania,Both sexes combined,Ambos sexos combinados,1990,45
Antigua and Barbuda,Antigua y Barbuda,Ghana,Ghana,Both sexes combined,Ambos sexos combinados,1990,10
Antigua and Barbuda,Antigua y Barbuda,Grenada,Granada,Both sexes combined,Ambos sexos combinados,1990,115
Antigua and Barbuda,Antigua y Barbuda,Guadeloupe,Guadalupe,Both sexes combined,Ambos sexos combinados,1990,46
Antigua and Barbuda,Antigua y Barbuda,Guyana,Guyana,Both sexes combined,Ambos sexos combinados,1990,1660
Antigua and Barbuda,Antigua y Barbuda,Haiti,Haití,Both sexes combined,Ambos sexos combinados,1990,11
Antigua and Barbuda,Antigua y Barbuda,Honduras,Honduras,Both sexes combined,Ambos sexos combinados,1990,3
Antigua and Barbuda,Antigua y Barbuda,India,India,Both sexes combined,Ambos sexos combinados,1990,32
Antigua and Barbuda,Antigua y Barbuda,Italy,Italia,Both sexes combined,Ambos sexos combinados,1990,49
Antigua and Barbuda,Antigua y Barbuda,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,1990,386
Antigua and Barbuda,Antigua y Barbuda,Japan,Japón,Both sexes combined,Ambos sexos combinados,1990,2
Antigua and Barbuda,Antigua y Barbuda,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,1990,46
Antigua and Barbuda,Antigua y Barbuda,Martinique,Martinica,Both sexes combined,Ambos sexos combinados,1990,5
Antigua and Barbuda,Antigua y Barbuda,Mexico,México,Both sexes combined,Ambos sexos combinados,1990,3
Antigua and Barbuda,Antigua y Barbuda,Montserrat,Montserrat,Both sexes combined,Ambos sexos combinados,1990,844
Antigua and Barbuda,Antigua y Barbuda,Netherlands,Países Bajos,Both sexes combined,Ambos sexos combinados,1990,17
Antigua and Barbuda,Antigua y Barbuda,Curaçao,Curazao,Both sexes combined,Ambos sexos combinados,1990,10
Antigua and Barbuda,Antigua y Barbuda,Aruba,Aruba,Both sexes combined,Ambos sexos combinados,1990,7
Antigua and Barbuda,Antigua y Barbuda,Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Both sexes combined,Ambos sexos combinados,1990,8
Antigua and Barbuda,Antigua y Barbuda,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius y Saba",Both sexes combined,Ambos sexos combinados,1990,4
Antigua and Barbuda,Antigua y Barbuda,New Zealand,Nueva Zelandia,Both sexes combined,Ambos sexos combinados,1990,3
Antigua and Barbuda,Antigua y Barbuda,Nigeria,Nigeria,Both sexes combined,Ambos sexos combinados,1990,35
Antigua and Barbuda,Antigua y Barbuda,Pakistan,Pakistán,Both sexes combined,Ambos sexos combinados,1990,7
Antigua and Barbuda,Antigua y Barbuda,Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,1990,30
Antigua and Barbuda,Antigua y Barbuda,Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,1990,469
Antigua and Barbuda,Antigua y Barbuda,Anguilla,Anguila,Both sexes combined,Ambos sexos combinados,1990,17
Antigua and Barbuda,Antigua y Barbuda,Saint Lucia,Santa Lucía,Both sexes combined,Ambos sexos combinados,1990,392
Antigua and Barbuda,Antigua y Barbuda,Saint Vincent and the Grenadines,San Vicente y las Granadinas,Both sexes combined,Ambos sexos combinados,1990,478
Antigua and Barbuda,Antigua y Barbuda,South Africa,Sudáfrica,Both sexes combined,Ambos sexos combinados,1990,19
Antigua and Barbuda,Antigua y Barbuda,Spain,España,Both sexes combined,Ambos sexos combinados,1990,5
Antigua and Barbuda,Antigua y Barbuda,Suriname,Suriname,Both sexes combined,Ambos sexos combinados,1990,9
Antigua and Barbuda,Antigua y Barbuda,Syrian Arab Republic,República Árabe Siria,Both sexes combined,Ambos sexos combinados,1990,142
Antigua and Barbuda,Antigua y Barbuda,Trinidad and Tobago,Trinidad y Tabago,Both sexes combined,Ambos sexos combinados,1990,356
Antigua and Barbuda,Antigua y Barbuda,Turks and Caicos Islands,Islas Turcos y Caicos,Both sexes combined,Ambos sexos combinados,1990,4
Antigua and Barbuda,Antigua y Barbuda,Egypt,Egipto,Both sexes combined,Ambos sexos combinados,1990,12
Antigua and Barbuda,Antigua y Barbuda,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,1990,623
Antigua and Barbuda,Antigua y Barbuda,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,1990,1308
Antigua and Barbuda,Antigua y Barbuda,United States Virgin Islands,Islas Vírgenes Estadounidenses,Both sexes combined,Ambos sexos combinados,1990,295
Antigua and Barbuda,Antigua y Barbuda,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,1990,11
Antigua and Barbuda,Antigua y Barbuda,Other,Otros,Both sexes combined,Ambos sexos combinados,1990,825
British Virgin Islands,Islas Vírgenes Británicas,Antigua and Barbuda,Antigua y Barbuda,Both sexes combined,Ambos sexos combinados,1990,388
British Virgin Islands,Islas Vírgenes Británicas,Australia,Australia,Both sexes combined,Ambos sexos combinados,1990,12
British Virgin Islands,Islas Vírgenes Británicas,Bahamas,Bahamas,Both sexes combined,Ambos sexos combinados,1990,14
British Virgin Islands,Islas Vírgenes Británicas,Barbados,Barbados,Both sexes combined,Ambos sexos combinados,1990,94
British Virgin Islands,Islas Vírgenes Británicas,Canada,Canadá,Both sexes combined,Ambos sexos combinados,1990,120
British Virgin Islands,Islas Vírgenes Británicas,Dominica,Dominica,Both sexes combined,Ambos sexos combinados,1990,619
British Virgin Islands,Islas Vírgenes Británicas,Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,1990,748
British Virgin Islands,Islas Vírgenes Británicas,France,Francia,Both sexes combined,Ambos sexos combinados,1990,12
British Virgin Islands,Islas Vírgenes Británicas,Germany,Alemania,Both sexes combined,Ambos sexos combinados,1990,29
British Virgin Islands,Islas Vírgenes Británicas,Guyana,Guyana,Both sexes combined,Ambos sexos combinados,1990,841
British Virgin Islands,Islas Vírgenes Británicas,India,India,Both sexes combined,Ambos sexos combinados,1990,20
British Virgin Islands,Islas Vírgenes Británicas,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,1990,272
British Virgin Islands,Islas Vírgenes Británicas,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,1990,12
British Virgin Islands,Islas Vírgenes Británicas,Montserrat,Montserrat,Both sexes combined,Ambos sexos combinados,1990,108
British Virgin Islands,Islas Vírgenes Británicas,Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,1990,32
British Virgin Islands,Islas Vírgenes Británicas,Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,1990,1555
British Virgin Islands,Islas Vírgenes Británicas,Saint Lucia,Santa Lucía,Both sexes combined,Ambos sexos combinados,1990,274
British Virgin Islands,Islas Vírgenes Británicas,Saint Vincent and the Grenadines,San Vicente y las Granadinas,Both sexes combined,Ambos sexos combinados,1990,1046
British Virgin Islands,Islas Vírgenes Británicas,Trinidad and Tobago,Trinidad y Tabago,Both sexes combined,Ambos sexos combinados,1990,206
British Virgin Islands,Islas Vírgenes Británicas,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,1990,440
British Virgin Islands,Islas Vírgenes Británicas,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,1990,674
British Virgin Islands,Islas Vírgenes Británicas,Other,Otros,Both sexes combined,Ambos sexos combinados,1990,519
Cuba,Cuba,Albania,Albania,Both sexes combined,Ambos sexos combinados,1990,242
Cuba,Cuba,Algeria,Argelia,Both sexes combined,Ambos sexos combinados,1990,103
Cuba,Cuba,Angola,Angola,Both sexes combined,Ambos sexos combinados,1990,218
Cuba,Cuba,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,1990,373
Cuba,Cuba,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),Both sexes combined,Ambos sexos combinados,1990,128
Cuba,Cuba,Bulgaria,Bulgaria,Both sexes combined,Ambos sexos combinados,1990,296
Cuba,Cuba,Canada,Canadá,Both sexes combined,Ambos sexos combinados,1990,135
Cuba,Cuba,Chile,Chile,Both sexes combined,Ambos sexos combinados,1990,393
Cuba,Cuba,China,China,Both sexes combined,Ambos sexos combinados,1990,658
Cuba,Cuba,Colombia,Colombia,Both sexes combined,Ambos sexos combinados,1990,353
Cuba,Cuba,Czechia,Chequia,Both sexes combined,Ambos sexos combinados,1990,406
Cuba,Cuba,Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,1990,267
Cuba,Cuba,Ecuador,Ecuador (el),Both sexes combined,Ambos sexos combinados,1990,135
Cuba,Cuba,France,Francia,Both sexes combined,Ambos sexos combinados,1990,328
Cuba,Cuba,Germany,Alemania,Both sexes combined,Ambos sexos combinados,1990,752
Cuba,Cuba,Greenland,Groenlandia,Both sexes combined,Ambos sexos combinados,1990,195
Cuba,Cuba,Grenada,Granada,Both sexes combined,Ambos sexos combinados,1990,180
Cuba,Cuba,Guatemala,Guatemala,Both sexes combined,Ambos sexos combinados,1990,153
Cuba,Cuba,Haiti,Haití,Both sexes combined,Ambos sexos combinados,1990,2063
Cuba,Cuba,Hungary,Hungría,Both sexes combined,Ambos sexos combinados,1990,155
Cuba,Cuba,Italy,Italia,Both sexes combined,Ambos sexos combinados,1990,492
Cuba,Cuba,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,1990,656
Cuba,Cuba,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,1990,123
Cuba,Cuba,Mexico,México,Both sexes combined,Ambos sexos combinados,1990,889
Cuba,Cuba,Nicaragua,Nicaragua,Both sexes combined,Ambos sexos combinados,1990,595
Cuba,Cuba,Panama,Panamá,Both sexes combined,Ambos sexos combinados,1990,184
Cuba,Cuba,Peru,Perú,Both sexes combined,Ambos sexos combinados,1990,191
Cuba,Cuba,Poland,Polonia,Both sexes combined,Ambos sexos combinados,1990,211
Cuba,Cuba,Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,1990,272
Cuba,Cuba,Romania,Rumania,Both sexes combined,Ambos sexos combinados,1990,153
Cuba,Cuba,Russian Federation,Federación de Rusia,Both sexes combined,Ambos sexos combinados,1990,4491
Cuba,Cuba,Spain,España,Both sexes combined,Ambos sexos combinados,1990,10703
Cuba,Cuba,Ukraine,Ucrania,Both sexes combined,Ambos sexos combinados,1990,1367
Cuba,Cuba,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,1990,110
Cuba,Cuba,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,1990,1186
Cuba,Cuba,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,1990,431
Cuba,Cuba,Other,Otros,Both sexes combined,Ambos sexos combinados,1990,4968
Dominican Republic,República Dominicana,Antigua and Barbuda,Antigua y Barbuda,Both sexes combined,Ambos sexos combinados,1990,266
Dominican Republic,República Dominicana,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,1990,2642
Dominican Republic,República Dominicana,Australia,Australia,Both sexes combined,Ambos sexos combinados,1990,67
Dominican Republic,República Dominicana,Austria,Austria,Both sexes combined,Ambos sexos combinados,1990,965
Dominican Republic,República Dominicana,Bahamas,Bahamas,Both sexes combined,Ambos sexos combinados,1990,91
Dominican Republic,República Dominicana,Bahrain,Bahrein,Both sexes combined,Ambos sexos combinados,1990,21
Dominican Republic,República Dominicana,Belgium,Bélgica,Both sexes combined,Ambos sexos combinados,1990,490
Dominican Republic,República Dominicana,Bermuda,Bermuda,Both sexes combined,Ambos sexos combinados,1990,9
Dominican Republic,República Dominicana,Bhutan,Bhután,Both sexes combined,Ambos sexos combinados,1990,9
Dominican Republic,República Dominicana,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),Both sexes combined,Ambos sexos combinados,1990,363
Dominican Republic,República Dominicana,Bosnia and Herzegovina,Bosnia y Herzegovina,Both sexes combined,Ambos sexos combinados,1990,6
Dominican Republic,República Dominicana,Brazil,Brasil,Both sexes combined,Ambos sexos combinados,1990,950
Dominican Republic,República Dominicana,British Virgin Islands,Islas Vírgenes Británicas,Both sexes combined,Ambos sexos combinados,1990,12
Dominican Republic,República Dominicana,Bulgaria,Bulgaria,Both sexes combined,Ambos sexos combinados,1990,357
Dominican Republic,República Dominicana,Burundi,Burundi,Both sexes combined,Ambos sexos combinados,1990,3
Dominican Republic,República Dominicana,Cambodia,Camboya,Both sexes combined,Ambos sexos combinados,1990,118
Dominican Republic,República Dominicana,Cameroon,Camerún,Both sexes combined,Ambos sexos combinados,1990,3
Dominican Republic,República Dominicana,Canada,Canadá,Both sexes combined,Ambos sexos combinados,1990,3562
Dominican Republic,República Dominicana,Cabo Verde,Cabo Verde,Both sexes combined,Ambos sexos combinados,1990,3
Dominican Republic,República Dominicana,Central African Republic,República Centroafricana,Both sexes combined,Ambos sexos combinados,1990,6
Dominican Republic,República Dominicana,Chad,Chad,Both sexes combined,Ambos sexos combinados,1990,3
Dominican Republic,República Dominicana,Chile,Chile,Both sexes combined,Ambos sexos combinados,1990,1891
Dominican Republic,República Dominicana,China,China,Both sexes combined,Ambos sexos combinados,1990,3613
Dominican Republic,República Dominicana,Colombia,Colombia,Both sexes combined,Ambos sexos combinados,1990,4697
Dominican Republic,República Dominicana,Cook Islands,Islas Cook,Both sexes combined,Ambos sexos combinados,1990,9
Dominican Republic,República Dominicana,Costa Rica,Costa Rica,Both sexes combined,Ambos sexos combinados,1990,1552
Dominican Republic,República Dominicana,Cuba,Cuba,Both sexes combined,Ambos sexos combinados,1990,6824
Dominican Republic,República Dominicana,Czechia,Chequia,Both sexes combined,Ambos sexos combinados,1990,12
Dominican Republic,República Dominicana,Denmark,Dinamarca,Both sexes combined,Ambos sexos combinados,1990,70
Dominican Republic,República Dominicana,Dominica,Dominica,Both sexes combined,Ambos sexos combinados,1990,24
Dominican Republic,República Dominicana,Ecuador,Ecuador (el),Both sexes combined,Ambos sexos combinados,1990,950
Dominican Republic,República Dominicana,El Salvador,El Salvador,Both sexes combined,Ambos sexos combinados,1990,366
Dominican Republic,República Dominicana,Finland,Finlandia,Both sexes combined,Ambos sexos combinados,1990,45
Dominican Republic,República Dominicana,France,Francia,Both sexes combined,Ambos sexos combinados,1990,2524
Dominican Republic,República Dominicana,State of Palestine,Estado de Palestina,Both sexes combined,Ambos sexos combinados,1990,188
Dominican Republic,República Dominicana,Germany,Alemania,Both sexes combined,Ambos sexos combinados,1990,5084
Dominican Republic,República Dominicana,Greece,Grecia,Both sexes combined,Ambos sexos combinados,1990,94
Dominican Republic,República Dominicana,Guadeloupe,Guadalupe,Both sexes combined,Ambos sexos combinados,1990,97
Dominican Republic,República Dominicana,Guatemala,Guatemala,Both sexes combined,Ambos sexos combinados,1990,475
Dominican Republic,República Dominicana,Guyana,Guyana,Both sexes combined,Ambos sexos combinados,1990,45
Dominican Republic,República Dominicana,Haiti,Haití,Both sexes combined,Ambos sexos combinados,1990,187210
Dominican Republic,República Dominicana,Honduras,Honduras,Both sexes combined,Ambos sexos combinados,1990,433
Dominican Republic,República Dominicana,Hungary,Hungría,Both sexes combined,Ambos sexos combinados,1990,51
Dominican Republic,República Dominicana,India,India,Both sexes combined,Ambos sexos combinados,1990,287
Dominican Republic,República Dominicana,Iran (Islamic Republic of),Irán (República Islámica del),Both sexes combined,Ambos sexos combinados,1990,70
Dominican Republic,República Dominicana,Iraq,Iraq (el),Both sexes combined,Ambos sexos combinados,1990,6
Dominican Republic,República Dominicana,Ireland,Irlanda,Both sexes combined,Ambos sexos combinados,1990,51
Dominican Republic,República Dominicana,Israel,Israel,Both sexes combined,Ambos sexos combinados,1990,185
Dominican Republic,República Dominicana,Italy,Italia,Both sexes combined,Ambos sexos combinados,1990,6960
Dominican Republic,República Dominicana,Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,1990,421
Dominican Republic,República Dominicana,Japan,Japón,Both sexes combined,Ambos sexos combinados,1990,1256
Dominican Republic,República Dominicana,Kazakhstan,Kazajstán,Both sexes combined,Ambos sexos combinados,1990,3
Dominican Republic,República Dominicana,Republic of Korea,República de Corea,Both sexes combined,Ambos sexos combinados,1990,548
Dominican Republic,República Dominicana,Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,1990,717
Dominican Republic,República Dominicana,Malaysia,Malasia,Both sexes combined,Ambos sexos combinados,1990,36
Dominican Republic,República Dominicana,Malta,Malta,Both sexes combined,Ambos sexos combinados,1990,33
Dominican Republic,República Dominicana,Martinique,Martinica,Both sexes combined,Ambos sexos combinados,1990,51
Dominican Republic,República Dominicana,Mexico,México,Both sexes combined,Ambos sexos combinados,1990,1737
Dominican Republic,República Dominicana,Republic of Moldova,la República de Moldova,Both sexes combined,Ambos sexos combinados,1990,6
Dominican Republic,República Dominicana,Morocco,Marruecos,Both sexes combined,Ambos sexos combinados,1990,21
Dominican Republic,República Dominicana,Netherlands,Países Bajos,Both sexes combined,Ambos sexos combinados,1990,578
Dominican Republic,República Dominicana,Aruba,Aruba,Both sexes combined,Ambos sexos combinados,1990,330
Dominican Republic,República Dominicana,Nicaragua,Nicaragua,Both sexes combined,Ambos sexos combinados,1990,415
Dominican Republic,República Dominicana,Nigeria,Nigeria,Both sexes combined,Ambos sexos combinados,1990,42
Dominican Republic,República Dominicana,Norway,Noruega,Both sexes combined,Ambos sexos combinados,1990,67
Dominican Republic,República Dominicana,Pakistan,Pakistán,Both sexes combined,Ambos sexos combinados,1990,166
Dominican Republic,República Dominicana,Panama,Panamá,Both sexes combined,Ambos sexos combinados,1990,699
Dominican Republic,República Dominicana,Paraguay,Paraguay,Both sexes combined,Ambos sexos combinados,1990,61
Dominican Republic,República Dominicana,Peru,Perú,Both sexes combined,Ambos sexos combinados,1990,1991
Dominican Republic,República Dominicana,Philippines,Filipinas,Both sexes combined,Ambos sexos combinados,1990,115
Dominican Republic,República Dominicana,Poland,Polonia,Both sexes combined,Ambos sexos combinados,1990,475
Dominican Republic,República Dominicana,Portugal,Portugal,Both sexes combined,Ambos sexos combinados,1990,160
Dominican Republic,República Dominicana,Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,1990,8767
Dominican Republic,República Dominicana,Romania,Rumania,Both sexes combined,Ambos sexos combinados,1990,30
Dominican Republic,República Dominicana,Russian Federation,Federación de Rusia,Both sexes combined,Ambos sexos combinados,1990,287
Dominican Republic,República Dominicana,Saint Helena,Santa Helena,Both sexes combined,Ambos sexos combinados,1990,94
Dominican Republic,República Dominicana,Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,1990,76
Dominican Republic,República Dominicana,Anguilla,Anguila,Both sexes combined,Ambos sexos combinados,1990,139
Dominican Republic,República Dominicana,Saint Pierre and Miquelon,San Pedro y Miquelón,Both sexes combined,Ambos sexos combinados,1990,38
Dominican Republic,República Dominicana,Saudi Arabia,Arabia Saudita,Both sexes combined,Ambos sexos combinados,1990,24
Dominican Republic,República Dominicana,Serbia,Serbia,Both sexes combined,Ambos sexos combinados,1990,180
Dominican Republic,República Dominicana,South Africa,Sudáfrica,Both sexes combined,Ambos sexos combinados,1990,242
Dominican Republic,República Dominicana,Spain,España,Both sexes combined,Ambos sexos combinados,1990,7354
Dominican Republic,República Dominicana,Suriname,Suriname,Both sexes combined,Ambos sexos combinados,1990,103
Dominican Republic,República Dominicana,Sweden,Suecia,Both sexes combined,Ambos sexos combinados,1990,369
Dominican Republic,República Dominicana,Switzerland,Suiza,Both sexes combined,Ambos sexos combinados,1990,2140
Dominican Republic,República Dominicana,Syrian Arab Republic,República Árabe Siria,Both sexes combined,Ambos sexos combinados,1990,76
Dominican Republic,República Dominicana,Trinidad and Tobago,Trinidad y Tabago,Both sexes combined,Ambos sexos combinados,1990,100
Dominican Republic,República Dominicana,Turkey,Turquía,Both sexes combined,Ambos sexos combinados,1990,73
Dominican Republic,República Dominicana,Turks and Caicos Islands,Islas Turcos y Caicos,Both sexes combined,Ambos sexos combinados,1990,3
Dominican Republic,República Dominicana,Ukraine,Ucrania,Both sexes combined,Ambos sexos combinados,1990,121
Dominican Republic,República Dominicana,North Macedonia,Macedonia del Norte,Both sexes combined,Ambos sexos combinados,1990,6
Dominican Republic,República Dominicana,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,1990,581
Dominican Republic,República Dominicana,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,1990,9115
Dominican Republic,República Dominicana,United States Virgin Islands,Islas Vírgenes Estadounidenses,Both sexes combined,Ambos sexos combinados,1990,472
Dominican Republic,República Dominicana,Uruguay,Uruguay,Both sexes combined,Ambos sexos combinados,1990,1625
Dominican Republic,República Dominicana,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,1990,14235
Dominican Republic,República Dominicana,Wallis and Futuna Islands,Islas Wallis y Futuna,Both sexes combined,Ambos sexos combinados,1990,12
Dominican Republic,República Dominicana,Other,Otros,Both sexes combined,Ambos sexos combinados,1990,1202
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Antigua and Barbuda,Antigua y Barbuda,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Barbados,Barbados,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),British Virgin Islands,Islas Vírgenes Británicas,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Canada,Canadá,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),China,China,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Colombia,Colombia,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Cuba,Cuba,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Dominica,Dominica,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Dominican Republic,República Dominicana,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),France,Francia,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Guadeloupe,Guadalupe,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Guyana,Guyana,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Haiti,Haití,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),India,India,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Indonesia,Indonesia,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Jamaica,Jamaica,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Lebanon,Líbano,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Martinique,Martinica,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Netherlands,Países Bajos,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Curaçao,Curazao,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Aruba,Aruba,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius y Saba",Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Puerto Rico,Puerto Rico,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Kitts and Nevis,Saint Kitts y Nevis,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Anguilla,Anguila,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Lucia,Santa Lucía,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Vincent and the Grenadines,San Vicente y las Granadinas,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Suriname,Suriname,Both sexes combined,Ambos sexos combinados,1990,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Trinidad and Tobago,Trinidad y Tabago,Both sexes combined,Ambos sexos combinados,1990,0
